source_id,question_number,section_type,primary_target,subtype,secondary_features,sentence_word_count,clause_count,correct_answer,error_span_position,error_span_span_type,error_span_tested_error_type,error_span_error_explanation,error_span_minimal_correction,A_is_error,A_grammatical_role,A_why_plausible_as_test_target,B_is_error,B_grammatical_role,B_why_plausible_as_test_target,C_is_error,C_grammatical_role,C_why_plausible_as_test_target,D_is_error,D_grammatical_role,D_why_plausible_as_test_target,error_location,error_scope,vocabulary_domain,syntactic_complexity,error_detectability,distractor_plausibility,estimated_difficulty_ai,taxonomy_issue,taxonomy_issue_reason
Practice Test E,20,Written Expression,CONNECTORS_CONJUNCTIONS,coordinating conjunction selection in a 'not X but Y' contrast pairing (and vs. but),appositive phrase 'a United States naval commander',16,1,C,C,conjunction,incorrect_subordinator,"The negated first element 'not in war' sets up a contrast pairing that requires 'but', not the additive conjunction 'and', to introduce the second element.",change 'and' to 'but',False,adjective,modifies 'commander' inside the appositive; correctly formed.,False,main_verb,main verb of the sentence; correctly agrees with the singular subject.,True,conjunction,"an ordinary coordinator that looks fine joining two phrases, but it fails to form the required contrast pairing with the preceding 'not'.",False,noun_phrase,object of 'through'; correctly formed.,sentence_final,clause_level,history/biography,3,3,3,3,True,"The error is a coordinating-conjunction substitution ('and' for 'but') within a 'not...but' contrast pair; the 15-value tested_error_type vocabulary (including wrong_preposition_collocation and wrong_degree_form, added 2026-08-23) still has no dedicated value for coordinator substitution, so 'incorrect_subordinator' is used as the closest fit."
Practice Test E,21,Written Expression,VERB_COMPLEMENTATION,prepositional complementation of a passive verb (found in/at vs. found to),superlative construction 'One of the most impressive',23,1,D,D,prepositional_phrase,wrong_preposition_collocation,"'Found' in the sense of physical location must be followed by 'in' or 'at', not 'to', which implies direction rather than location.",change 'to' to 'in',False,noun_phrase,head noun of the subject phrase; correctly singular after 'One of the'.,False,noun_phrase,"object of 'of', naming what the collections consist of; correctly formed.",False,auxiliary,modal auxiliary in the passive verb phrase; correctly formed.,True,preposition,"a common preposition that sounds natural before a place name, but it does not collocate with 'found' in a locative sense.",late,local,art history,2,3,3,2,False,
Practice Test E,22,Written Expression,CLAUSE_STRUCTURE,subject-verb agreement across an intervening prepositional phrase (plural subject vs. singular verb),fraction/quantifier subject 'Three of every four',17,1,C,C,verb_phrase,agreement_error,"The plural head noun 'birds' controls verb agreement despite the intervening phrase, so the plural verb 'visit' is required, not the singular 'visits'.",change 'visits' to 'visit',False,noun_modifier,participial adjective modifying 'birds'; correctly formed.,False,subject,"plural head noun of the subject phrase; correctly formed, though its distance from the verb invites an agreement error.",True,main_verb,the nearby singular-looking phrase 'every four' can mislead a reader into using the singular verb form instead of agreeing with the true plural subject 'birds'.,False,noun_modifier,compound modifier of 'wetlands'; correctly formed.,late,clause_level,ornithology/zoology,3,2,2,2,False,
Practice Test E,23,Written Expression,RELATIVE_CLAUSES,relative pronoun case (who vs. whose) before a possessed noun,compound proper noun 'Elk and Kanawha rivers',24,2,B,B,relative_marker,incorrect_relative_marker,The relative clause needs a possessive relative pronoun to show that 'son' belongs to Charles Clendenin; the plain subject form 'who' cannot directly precede a possessed noun.,change 'who' to 'whose',False,preposition,introduces the object naming who the city was named after; correctly used.,True,relative_pronoun,"looks like an ordinary relative pronoun referring back to the preceding person, but it cannot introduce a possessive relationship with the following noun.",False,main_verb,verb of the relative clause; correctly agrees with its subject.,False,noun_phrase,object of the preposition 'of'; correctly formed compound noun phrase.,early,clause_level,US history/geography,3,3,3,3,False,
Practice Test E,24,Written Expression,VERB_FORM_VOICE,"active voice used where passive voice is required (is now located, not locating)",relative/adverbial clause 'where it is now...',21,2,D,D,verb_phrase,wrong_voice,"The collection does not perform the action of locating; it is the entity being situated, so the passive form 'is now located' is required instead of the active 'is now locating'.",change 'locating' to 'located',False,main_verb,main verb of the sentence; correctly agrees with the subject.,False,adjective,modifies 'art collection'; correctly formed.,False,object,direct object of the main verb; correctly formed.,True,verb_phrase,"an ordinary present-progressive form that reads naturally, obscuring that the inanimate subject cannot actively 'locate' itself.",sentence_final,sentence_level,art history/philanthropy,3,3,3,3,False,
Practice Test E,25,Written Expression,WORD_ORDER_MODIFICATION,extraneous preposition between a number and a measurement noun ('90 of degrees' vs. '90 degrees'),passive perfect 'have been known',19,1,D,D,prepositional_phrase,extraneous_element,A number directly modifies a measurement unit ('90 degrees Celsius'); inserting 'of' between the number and the noun is ungrammatical.,delete 'of' (change '90 of degrees' to '90 degrees'),False,noun_modifier,compound-noun modifier in 'Soil temperatures'; correctly formed.,False,preposition,introduces the location phrase; correctly used.,False,verb_phrase,passive perfect main verb; correctly formed and agreeing with the subject.,True,noun_phrase,"reads smoothly at a glance since 'of' often links quantities to nouns, but it is not used between a bare number and a measurement unit.",sentence_final,local,geology/climate,1,1,1,1,False,
Practice Test E,26,Written Expression,VERB_COMPLEMENTATION,predicate adjective required after linking verb 'be' (noun 'alignment' used instead of adjective 'aligned'),"compound subject 'Sun, Moon, and Earth';time clause with 'when'",20,2,B,B,adjective,incorrect_part_of_speech,"After the linking verb 'are', a predicate adjective describing the three bodies is required, but the noun 'alignment' is used instead of the adjective 'aligned'.",change 'alignment' to 'aligned',False,conjunction,introduces the subordinate time clause; correctly used.,True,predicate_adjective,"immediately follows the linking verb in the expected complement slot, but is a noun rather than the required adjective.",False,main_verb,verb of the coordinate clause; correctly agrees with the singular subject 'Moon'.,False,main_verb,main verb of the main clause; correctly agrees with the singular subject 'eclipse'.,middle,local,astronomy,2,2,2,2,False,
Practice Test E,27,Written Expression,REFERENCE_AND_DETERMINERS,"pronoun-antecedent number agreement (its vs. their, referring to a plural antecedent)","coordinate list 'rhythm, simple modelings, and harmonies'",21,1,B,B,pronoun,incorrect_reference,"The pronoun refers back to 'paintings', a plural antecedent, so the plural possessive 'their' is required rather than singular 'its'.",change 'its' to 'their',False,conjunction,joins 'mothers' and 'children'; correctly used.,True,pronoun,"looks like an ordinary possessive pronoun, and its nearness to the singular-sounding phrase before it can obscure that the true antecedent, 'paintings', is plural.",False,noun_phrase,one item in a coordinate list; correctly formed.,False,adjective,modifies 'color'; correctly formed.,middle,clause_level,art history,2,2,2,2,False,
Practice Test E,28,Written Expression,NONFINITE_VERB_PHRASES,finite verb incorrectly used where a reduced participial (relative) phrase is required ('energy derived from sunlight'),compound object 'water and carbon dioxide',17,1,D,D,verb_phrase,wrong_verb_form,"The phrase describing 'energy' should be a reduced participial modifier ('energy derived from sunlight'), not a finite verb, since there is no conjunction to link a new clause here.",change 'is derived' to 'derived',False,main_verb,main verb of the sentence; correctly agrees with the plural subject 'Plants'.,False,noun_phrase,part of the phrase 'the aid of'; correctly formed.,False,noun_phrase,"object of 'of'; correctly formed, and the noun this modifier should attach to.",True,verb_phrase,"reads like an ordinary finite verb continuing the sentence, masking that a non-finite participle is needed to modify 'energy'.",sentence_final,clause_level,biology/photosynthesis,3,3,3,3,False,
Practice Test E,29,Written Expression,REFERENCE_AND_DETERMINERS,singular indefinite article with a plural noun (a powerful emotions vs. a powerful emotion),"coordinate list 'tenderness, grace, and wit'",16,1,B,B,noun_phrase,agreement_error,The singular indefinite article 'a' cannot combine with the plural noun 'emotions'; the noun must be made singular to agree with the article.,change 'emotions' to 'emotion',False,adjective,superlative adjective modifying 'music'; correctly formed.,True,noun_phrase,"each word looks fine individually, but the plural noun conflicts with the singular article 'a' immediately before it.",False,noun_phrase,first item in the coordinate list after 'with'; correctly formed.,False,noun_phrase,final item in the coordinate list; correctly formed.,middle,local,music/culture,2,2,2,2,False,
Practice Test E,30,Written Expression,PARALLEL_STRUCTURE,"parallel adjectives in a coordinate list modifying a noun (social, economic, and political issues)",infinitive phrase 'to inscribe',17,1,D,D,adjective,incorrect_part_of_speech,"The three-item list 'social, economic, and ___' modifies 'issues' and requires a parallel adjective; the noun 'politics' breaks that pattern.",change 'politics' to 'political',False,preposition,introduces the time phrase; correctly used.,False,subject,subject of the main clause; correctly formed.,False,object,direct object of the main verb; correctly formed.,True,adjective,"a familiar noun that fits the topic, but the surrounding coordinate list of adjectives requires 'political' instead.",sentence_final,clause_level,history/textile arts,2,2,2,2,False,
Practice Test E,31,Written Expression,VERB_COMPLEMENTATION,predicate adjective required after a noun phrase (capable of) instead of the noun 'capability',noun clause 'that life forms...';infinitive of purpose 'to form shells',23,2,D,D,adjective,incorrect_part_of_speech,The phrase describing the animals' ability requires the adjective 'capable' followed by 'of'; the noun 'capability' cannot fill this modifying slot after 'animals'.,change 'capability' to 'capable',False,main_verb,main verb of the sentence; correctly agrees with the plural subject 'Fossils'.,False,conjunction,introduces the noun clause functioning as the object of 'demonstrate'; correctly used.,False,main_verb,verb of the noun clause; correctly agrees with its plural subject.,True,predicate_adjective,"closely related in meaning to the required word and sits right after the noun it describes, but it is a noun form where an adjective is needed.",late,local,paleontology,3,3,3,3,False,
Practice Test E,32,Written Expression,VERB_FORM_VOICE,"active progressive used where passive voice is required (are not cut off, not cutting off)",causal clause with 'because',21,2,C,C,verb_phrase,wrong_voice,"The rainbows do not perform the cutting; they are acted upon by the horizon, so the passive form 'are not cut off' is required instead of the active 'are cutting off'.",change 'cutting' to 'cut',False,adjective,modifies 'circles'; correctly formed.,False,verb_phrase,passive main verb; correctly formed.,True,verb_phrase,"an ordinary active progressive form that reads naturally, masking that the subject 'they' is the entity being acted on, not the actor.",False,noun_phrase,"object of 'by', naming the agent; correctly formed.",sentence_final,clause_level,atmospheric optics,3,3,3,3,False,
Practice Test E,33,Written Expression,WORD_CLASS_FORM,"clause subject requires a noun form, not an adjective (Hot vs. Heat)","parallel infinitives 'expand, rise, and flow'",15,1,A,A,noun_phrase,incorrect_part_of_speech,"The subject of the sentence must be a noun, but the adjective 'Hot' is used instead of the noun 'Heat'.",change 'Hot' to 'Heat',True,subject,"occupies the sentence-opening subject slot and names the relevant concept, but it is an adjective rather than the required noun.",False,verb_phrase,first item in a parallel list of infinitives; correctly formed.,False,verb_phrase,second item in the parallel infinitive list; correctly formed.,False,verb_phrase,third item in the parallel infinitive list; correctly formed.,sentence_initial,local,physics/meteorology,2,2,2,2,False,
Practice Test E,34,Written Expression,PARALLEL_STRUCTURE,"parallel nouns in a list of senses (sight, hearing, taste, touch, smell); a bare verb breaks the pattern",subordinate clause with 'Although';appositive phrase explaining ESP,27,2,C,C,noun_phrase,incorrect_part_of_speech,"The list of senses requires parallel nouns ('sight, hearing, taste, touch, or smell'); the bare verb form 'hear' breaks the required noun pattern.",change 'hear' to 'hearing',False,preposition,introduces the time phrase; correctly used.,False,subject,subject of the main clause; correctly formed.,True,noun_phrase,"names a familiar sense and fits the topic, but the surrounding list of noun forms requires 'hearing' rather than the bare verb.",False,main_verb,main verb of the sentence; correctly agrees with the singular subject.,late,clause_level,psychology/parapsychology,3,3,3,3,False,
Practice Test E,35,Written Expression,REFERENCE_AND_DETERMINERS,quantifier agreement with an uncountable noun ('as much as' vs. 'as many as' the income),reduced passive relative clause 'produced in the United States';gerund phrase 'marketing the films',22,1,A,A,quantifier,agreement_error,"'Many' is a quantifier for countable plural nouns, but 'income' is uncountable, so 'as much as' is required instead of 'as many as'.",change 'many' to 'much',True,quantifier,"a common intensifying phrase before a number, but it requires knowing that 'income' is uncountable to see the mismatch.",False,noun_modifier,reduced passive participle modifying 'motion pictures'; correctly formed.,False,main_verb,main verb of the sentence; correctly agrees with its singular subject.,False,adverb,modifies 'marketing the films'; correctly formed.,sentence_initial,local,economics/film industry,3,4,4,4,False,
Practice Test E,36,Written Expression,VERB_COMPLEMENTATION,"prepositional complementation of a passive verb ('associated with', not 'associated by')",compound predicate 'controlled...and associated...',12,1,B,B,prepositional_phrase,wrong_preposition_collocation,"The passive verb 'associated' idiomatically takes the preposition 'with', not 'by'.",change 'by' to 'with',False,verb_phrase,first passive verb in the compound predicate; correctly formed with 'by' marking the agent.,True,verb_phrase,"the preposition 'by' worked correctly with the first coordinate verb, which can mislead a reader into assuming it also fits this second, differently-complemented verb.",False,adjective,modifies 'breathing rhythms'; correctly formed.,False,noun_phrase,object of the preceding adjective; correctly formed.,late,local,physiology/neuroscience,2,2,2,2,False,
Practice Test E,37,Written Expression,WORD_ORDER_MODIFICATION,adjective-noun order within a noun phrase (military fort vs. fort military),non-restrictive relative clause 'which was originally...';participial phrase 'making Quebec...',24,2,B,B,noun_phrase,wrong_word_order,English places a descriptive adjective before the noun it modifies; 'fort military' reverses the required order of 'military fort'.,change 'fort military' to 'military fort',False,preposition,introduces the location phrase modifying 'walls'; correctly used.,True,noun_phrase,"both words are correct individually, so only checking their order against standard adjective-noun placement reveals the reversal.",False,main_verb,main verb of the sentence; correctly agrees with the plural subject 'walls'.,False,determiner,modifies 'walled city'; correctly formed.,middle,local,history/architecture,2,2,2,2,False,
Practice Test E,38,Written Expression,REFERENCE_AND_DETERMINERS,"singular noun lacking plural marking, mismatched with a later plural pronoun ('automobile' vs. 'automobiles' ... 'them')",subordinate clause with 'until',15,2,A,A,noun_phrase,agreement_error,"The later plural pronoun 'them' shows the sentence is discussing automobiles generically as a plural class, so the singular, articleless 'automobile' must be pluralized.",change 'automobile' to 'automobiles',True,noun_phrase,"reads acceptably on its own as a generic singular noun, but conflicts with the plural pronoun used to refer back to it later in the sentence.",False,adverb,modifies 'expensive'; correctly formed.,False,noun_modifier,compound adjective modifying 'techniques'; correctly formed.,False,main_verb,main verb of the subordinate clause; correctly agrees with its subject.,early,cross_clause,industrial history,3,3,3,3,False,
Practice Test E,39,Written Expression,PARALLEL_STRUCTURE,parallel nouns in a four-part 'by X' list; an adjective breaks the pattern (thematic intense vs. thematic intensity),parallel 'by' phrases;passive construction 'is characterized by',24,1,C,C,noun_phrase,incorrect_part_of_speech,"The sentence lists four parallel 'by' phrases naming characteristics ('by diction, by a narrative, by ___, and by stress'); the adjective 'intense' breaks the required noun pattern, which needs 'intensity'.",change 'intense' to 'intensity',False,main_verb,passive main verb introducing the list; correctly formed.,False,adjective,participial adjective modifying 'narrative'; correctly formed.,True,noun_phrase,"fits the thematic vocabulary of the sentence and sits in a plausible slot, but only comparing it with the other three parallel nouns reveals it is the wrong part of speech.",False,noun_phrase,final item in the parallel list; correctly formed as a noun.,late,clause_level,literature/music (the ballad),3,3,3,3,False,
Practice Test E,40,Written Expression,VERB_FORM_VOICE,"active voice used where passive voice is required (have been evaluated, not have evaluated)",relative clause 'against which...',17,2,D,D,verb_phrase,wrong_voice,"The wives are the ones being judged against the standard, not the ones doing the judging, so the passive 'have been evaluated' is required instead of the active 'have evaluated'.",change 'have evaluated' to 'have been evaluated',False,main_verb,main verb of the main clause; correctly agrees with its subject.,False,subject,subject of the relative clause; correctly formed.,False,quantifier,quantifies 'United States Presidents'; correctly used.,True,verb_phrase,"a plausible-looking present perfect form, but it omits the passive auxiliary needed since the subject is the one being evaluated, not doing the evaluating.",sentence_final,clause_level,US history/biography,3,3,3,3,False,
Practice Test F,16,Written Expression,PARALLEL_STRUCTURE,"parallel gerunds in a three-item coordinate list (breeding, feeding, and ___)",gerund list as object of preposition;present perfect tense,17,1,D,D,gerund_phrase,wrong_verb_form,"The word is the third item in a coordinate list of gerunds ('breeding, feeding, and ___') that are all objects of 'of'; the bare verb form breaks the required parallel gerund pattern.",change 'manage' to 'managing',False,main_verb,"present perfect verb; a test-taker might check tense/agreement with 'farmers', but it is correctly formed.",False,adverb,modifies the main verb; correctly formed and placed adverb of degree.,False,adjective,"past-participle adjective modifying 'methods'; correctly formed, though its -ed form might invite scrutiny.",True,verb_phrase,"looks like an ordinary bare verb naming the activity, masking that the two preceding parallel items are gerunds.",sentence_final,clause_level,agriculture,2,3,3,3,False,
Practice Test F,17,Written Expression,WORD_CLASS_FORM,adverb wrongly used to modify a noun where an attributive adjective is required ('rapid drop'),relative clause introduced by 'in which',23,2,B,B,adverb,incorrect_part_of_speech,"The word directly modifies the noun 'drop' inside the relative clause, so an adjective is required, but the -ly adverb form is used instead.",change 'rapidly' to 'rapid',False,noun_phrase,predicate nominative after 'is'; correctly formed.,True,adjective,"the -ly ending looks like a normal adverb modifying a nearby verb, obscuring that it actually sits directly before the noun it modifies.",False,main_verb,verb of the relative clause; correctly agrees with singular 'drop'.,False,article,article before a vowel-initial noun; correctly formed as 'an'.,early,local,medicine/physiology,3,2,2,2,False,
Practice Test F,18,Written Expression,REFERENCE_AND_DETERMINERS,"possessive pronoun-antecedent number agreement (her vs their, referring to plural 'infants')",compound predicate joined by 'and',24,1,C,C,pronoun,incorrect_reference,"The possessive pronoun refers back to the plural subject 'infants', so 'their' is required rather than the singular 'her'.",change 'her' to 'their',False,main_verb,main verb of the sentence; correctly agrees with plural 'infants'.,False,adjective,part of a comparison ('over other sounds'); correctly used.,True,pronoun,"reads naturally as an ordinary possessive right before 'own mothers'', masking the mismatch with the plural subject 'infants'.",False,noun_phrase,object of the preposition 'to'; correctly formed plural noun.,late,clause_level,psychology/child development,3,2,3,2,False,
Practice Test F,19,Written Expression,WORD_CLASS_FORM,"adjective wrongly used as the head noun of a compound noun phrase ('River region', not 'River regional')",present perfect tense;compound proper-noun modifier chain,21,1,B,B,adjective,incorrect_part_of_speech,"The word must function as the head noun of the prepositional object phrase begun by 'of the Upper Mississippi River', but the adjective form is used instead of the noun.",change 'regional' to 'region',False,preposition,introduces the long noun-phrase object; correctly used.,True,noun_phrase,"looks like a plausible descriptive adjective at the end of a place-name chain, concealing that a noun is required as the head of the phrase.",False,noun_phrase,object of 'produce'; correctly formed plural noun.,False,noun_phrase,object of the duration phrase 'for almost 150'; correctly formed plural noun.,middle,local,anthropology/Native American history,2,3,2,2,False,
Practice Test F,20,Written Expression,REFERENCE_AND_DETERMINERS,"indefinite article 'a' requires a singular noun (a...ship, not a...ships)",neither...nor correlative appositive;relative clause 'that floats',19,2,C,C,noun_phrase,agreement_error,"The singular article 'a' before the hyphenated modifier '50,000-ton' requires a singular head noun, but the plural form is used.",change 'ships' to 'ship',False,adverb,intensifying adverb modifying 'nothing'; correctly used.,False,main_verb,verb of the relative clause 'that floats'; correctly agrees with singular 'that'.,True,noun_phrase,"the plural form looks natural describing a large object, but conflicts with the preceding singular article 'a'.",False,noun_phrase,object of 'escape'; correctly formed.,late,local,physics/oceanography,3,2,3,2,False,
Practice Test F,21,Written Expression,VERB_COMPLEMENTATION,predicate nominative number agreement with a plural subject (owner vs owners after 'Wright Brothers were'),compound sentence joined by 'and';infinitive phrase of purpose 'to make',23,2,A,A,noun_phrase,agreement_error,"The predicate nominative following the plural subject 'The Wright Brothers were' must be plural, but the singular noun is used.",change 'owner' to 'owners',True,noun_phrase,"reads naturally as a role description, masking that it fails to match the number of the plural subject.",False,quantifier,quantifying phrase before 'bicycle parts'; correctly formed.,False,adjective,determiner-adjective phrase modifying 'airplane'; correctly formed.,False,adjective,"participial adjective modifying 'airplane', parallel with 'original'; correctly formed.",early,clause_level,history of technology/aviation,2,2,2,2,False,
Practice Test F,22,Written Expression,PARALLEL_STRUCTURE,"parallel adjectives in a coordinate list modifying a noun (bright, ___, opaque or transparent minerals)",reduced passive relative clause 'found in...',16,1,B,B,noun_phrase,incorrect_part_of_speech,"The word sits in a coordinate list of adjectives modifying 'minerals' ('bright, ___, opaque or transparent'); a noun cannot fill this adjective slot.",change 'color' to 'colorful' (or 'colored'),False,adverb,modifies 'bright'; correctly formed and placed.,True,adjective,"names the relevant property directly, which looks acceptable in isolation, but the surrounding list requires an adjective form, not a noun.",False,verb_phrase,reduced participial phrase modifying 'minerals'; correctly formed.,False,noun_phrase,object of 'in'; correctly formed.,early,clause_level,geology/mineralogy,2,3,3,3,False,
Practice Test F,23,Written Expression,PARALLEL_STRUCTURE,parallel gerunds joined by 'and' after a preposition (discovering and interpreting),non-restrictive relative clause 'in which...';passive perfect infinitive 'is considered to have originated',33,2,C,C,gerund_phrase,wrong_verb_form,"The word is the second element coordinated with 'discovering' after the preposition 'by'; the parallel gerund pattern requires a matching -ing form, but a noun is used instead.",change 'interpretation' to 'interpreting',False,relative_pronoun,introduces the relative clause with a preceding preposition; correctly used for the thing antecedent 'story'.,False,verb_phrase,main verb of the relative clause; correctly agrees with 'detective'.,True,verb_phrase,"a plausible-looking noun naming the action, but it breaks the parallel gerund pattern set by 'discovering'.",False,verb_phrase,perfect infinitive complement after 'considered'; correctly formed passive-like structure.,middle,clause_level,literature/history,3,3,3,3,False,
Practice Test F,24,Written Expression,REFERENCE_AND_DETERMINERS,"bare plural noun required in a compound noun phrase (women nurses, not women nurse)",prepositional phrase of time 'during the Civil War',16,1,B,B,noun_phrase,agreement_error,"The phrase describes a corps consisting of many nurses, so the head noun must be plural, but the singular form is used after 'women'.",change 'nurse' to 'nurses',False,subject,head of the subject noun phrase; correctly formed singular ('the superintendent').,True,noun_phrase,"reads acceptably as a compound noun in isolation, but the referent is a group of many nurses, requiring the plural.",False,preposition,introduces the time phrase; correctly used.,False,main_verb,linking verb; correctly agrees with the singular subject 'superintendent'.,early,local,history (Civil War),1,2,2,1,False,
Practice Test F,25,Written Expression,PARALLEL_STRUCTURE,"parallel nouns/gerunds in a three-item list (rising unemployment, less ___, and meager business investments)",introductory participial phrase 'linked with...';infinitive complement 'to declare',23,1,B,B,gerund_phrase,wrong_verb_form,"The word is the second item in a three-part list of nouns ('unemployment', '___', 'investments'); the bare verb form breaks the required parallel noun/gerund pattern.",change 'spend' to 'spending',False,adjective,modifies 'growth'; correctly formed.,True,verb_phrase,"looks like an ordinary bare verb, masking that the surrounding list items are nouns/gerunds.",False,noun_phrase,third item in the parallel list; correctly formed as a noun phrase.,False,infinitive_marker,infinitive complement after 'led many experts'; correctly formed.,middle,clause_level,economics/history,3,3,3,3,False,
Practice Test F,26,Written Expression,REFERENCE_AND_DETERMINERS,"article selection before a vowel sound (an understanding, not a understanding)",gerund phrase as subject;parallel noun phrase 'range and characteristics',14,1,B,B,determiner,agreement_error,"The following noun begins with a vowel sound, so the article must be 'an', but the consonant-form article is used.",change 'a' to 'an',False,gerund,gerund phrase functioning as the sentence subject; correctly formed.,True,article,"looks like the ordinary indefinite article, but the following vowel-initial noun requires the 'an' form.",False,noun_phrase,second item in a parallel noun pair with 'range'; correctly formed.,False,quantifier,distributive quantifier before singular 'instrument'; correctly used.,early,local,music,1,1,1,1,False,
Practice Test F,27,Written Expression,VERB_COMPLEMENTATION,"adjective + preposition collocation ('rich in', not 'rich of')",compound sentence with 'and';subordinate clause with 'because',27,3,A,A,prepositional_phrase,wrong_preposition_collocation,"The adjective 'rich' idiomatically takes the preposition 'in' to introduce the substance a place is abundant in, not 'of'.",change 'of' to 'in',True,preposition,"a plausible-sounding preposition of possession/composition, but it does not collocate with the adjective 'rich' in this sense.",False,verb_phrase,passive verb of the subordinate clause; correctly agrees with '50 percent of the land'.,False,adjective,determiner-adjective phrase modifying 'industry'; correctly formed.,False,noun_phrase,predicate nominative after 'is'; correctly formed.,early,local,geography/natural resources,2,2,2,2,False,
Practice Test F,28,Written Expression,REFERENCE_AND_DETERMINERS,"distributive quantifier 'each' requires a singular noun (each major style, not styles)",subordinate clause with 'because';infinitive complement 'to resolve',20,2,A,A,noun_phrase,agreement_error,"The distributive quantifier 'each' always combines with a singular noun, but the plural form is used.",change 'styles' to 'style',True,subject,"reads naturally as a plural subject describing multiple styles, obscuring that 'each' forces a singular noun.",False,main_verb,"past-tense verb; agreement is not marked for number here, so it looks unremarkable.",False,prepositional_phrase,part of the infinitive phrase 'appeared for architects to resolve'; correctly formed.,False,infinitive_marker,introduces the infinitive complement; correctly formed.,sentence_initial,local,architecture,2,2,2,2,False,
Practice Test F,29,Written Expression,VERB_COMPLEMENTATION,"past-participle + preposition collocation ('related to', not 'related for')",quantifier 'Much of' with uncountable noun,17,1,B,B,prepositional_phrase,wrong_preposition_collocation,"The past participle 'related' idiomatically collocates with the preposition 'to', not 'for', when linking a topic to research.",change 'for' to 'to',False,quantifier,quantifier before the uncountable noun 'research'; correctly used.,True,preposition,"a plausible general-purpose preposition of reason, but it does not collocate with 'related' in this sense.",False,main_verb,main verb of the sentence; correctly agrees with singular 'research'.,False,noun_phrase,object of 'of'; correctly formed.,early,local,mathematics,2,3,3,2,False,
Practice Test F,30,Written Expression,NONFINITE_VERB_PHRASES,extraneous adverb interrupting a participial phrase and its object (starring together Humphrey Bogart),relative clause 'who later became...',21,2,C,C,adverb,extraneous_element,The participle 'starring' already conveys joint billing and takes its object directly; inserting the adverb between the participle and its object is unnecessary and ungrammatical.,delete 'together',False,main_verb,past-tense main verb; correctly agrees with 'Lauren Bacall'.,False,noun_phrase,object of the main verb; correctly formed.,True,adverb,"seems to reinforce the idea of co-starring, so it looks like a natural addition, but it cannot grammatically sit between the participle and its direct object.",False,adverb,modifies 'became' within the relative clause; correctly placed.,late,local,film history/biography,2,4,3,3,True,"The error is an extraneous adverb wedged between a participle and its direct object within a participial phrase; NONFINITE_VERB_PHRASES (participle form selection) is used as the closest fit, though the phenomenon is really an extraneous-element/word-order issue rather than a form-selection one."
Practice Test F,31,Written Expression,COMPARATIVES_DEGREE,degree word + result clause: 'so...that' required instead of 'very...that',adjective + infinitive complement 'difficult to see',13,2,A,A,comparative_marker,wrong_degree_form,"A result clause introduced by 'that' must be paired with the degree word 'so', not the plain intensifier 'very', which cannot license a following 'that'-clause of result.",change 'very' to 'so',True,adverb,"a common, ordinary-sounding intensifier before an adjective, concealing that it fails to license the following result clause.",False,predicate_adjective,predicate adjective in the result clause; correctly agrees with plural 'spots'.,False,infinitive_marker,introduces the infinitive complement of 'difficult'; correctly used.,False,verb_phrase,infinitive verb completing 'difficult to see'; correctly formed.,early,cross_clause,zoology,2,3,3,3,False,
Practice Test F,32,Written Expression,CONNECTORS_CONJUNCTIONS,subordinating conjunction 'if' used where a preposition is required before a bare noun phrase (during heavy rains),relative clause 'that might otherwise be washed away';passive voice,17,2,D,D,conjunction,incorrect_subordinator,"'If' is a subordinating conjunction that requires a following subject and verb, but only a bare noun phrase follows; a preposition such as 'during' is needed instead.",change 'if' to 'during',False,adverb,introductory prepositional phrase of place; correctly formed.,False,noun_phrase,object of 'bind to'; correctly formed.,False,adverb,modifies the passive verb phrase 'be washed away'; correctly placed.,True,conjunction,"commonly introduces conditional clauses, so it looks acceptable, but no verb follows to complete a clause.",sentence_final,local,environmental science/forestry,3,3,3,3,False,
Practice Test F,33,Written Expression,RELATIVE_CLAUSES,"relative pronoun choice after a preposition (for which, not for what), referring to a previously named noun",subordinate time clause 'when she published...';appositive book title,23,3,C,C,relative_marker,incorrect_relative_marker,"The clause refers back to the previously named novel, so a relative pronoun with an antecedent ('which') is required, but 'what', which has no antecedent, is used instead.",change 'what' to 'which',False,predicate_adjective,age complement after 'was'; correctly formed.,False,main_verb,verb of the subordinate time clause; correctly agrees with 'she'.,True,relative_pronoun,"'for what' can sound like a fixed phrase, but the clause has a clear antecedent (the novel), which 'what' cannot take.",False,quantifier,quantifier before the uncountable noun 'acclaim'; correctly used.,late,sentence_level,literature,3,2,3,2,False,
Practice Test F,34,Written Expression,REFERENCE_AND_DETERMINERS,missing possessive determiner before 'own' (their own species),introductory prepositional phrase 'Through the process of imprinting';coordinate infinitive complement 'learn to recognize and follow',21,1,D,D,determiner,missing_required_element,'Own' must be preceded by a possessive determiner agreeing with the subject; the possessive 'their' is missing before it.,change 'of own species' to 'of their own species',False,preposition,introduces the introductory phrase; correctly used.,False,subject,generic nominalized subject referring to young animals; correctly formed.,False,noun_phrase,object of 'follow'; correctly formed.,True,determiner,"'own' often appears right after a possessive and can be misread as complete on its own, but the possessive determiner it depends on is missing.",sentence_final,local,biology/animal behavior,2,2,2,2,False,
